BGGId,Rating,Username
192352,2.0,mjMacky
192352,2.0,SilverLove
192352,4.0,MeepleMaven
192352,4.0,vulcan_princess
192352,4.0,Hessu68
192352,4.0,thejadeape
192352,4.0,SunTzuNhu
192352,4.0,tanzania
192352,4.0,SlikkRikk
192352,4.0,DEEJAYFOX10
192352,4.0,Spirit Juggler
192352,4.50667,Saw4279
192352,4.8,rspacey
192352,5.0,Avalanche7474
192352,5.0,Pastormiller
192352,5.0,mantooth012
192352,5.0,botticus
192352,5.0,zastrygon
192352,5.0,Frankenfletch
192352,5.0,Talae
192352,5.0,PeqTymothem
192352,5.0,dbryan
192352,5.0,CharmlessMan77
192352,5.0,Vypper
192352,5.0,MajorAirfix
192352,5.0,Sarsi
192352,5.0,Israft
192352,5.0,rowdyray
192352,5.0,untidykatana
192352,5.0,DavidG55311
192352,3.0,theaaron
192352,3.0,SpareChange11
192352,4.0,TravisChaos
192352,4.0,BobOLink
192352,3.7,elwayfan2k
192352,5.0,psnixon
192353,3.0,mchap32
192353,2.0,kilroy2626
192353,4.0,Mock Family
192353,4.0,yosoccer
192353,4.0,Rolan Snyder
192353,3.0,jholbrook
192353,3.0,Mikevlo
192353,3.0,Zwiezak
192353,3.0,Livefree
192353,3.5,Manic8
192353,3.96,Saw4279
192353,4.0,noface409
192353,4.0,Kelderesk
192353,1.0,scottcoody
192353,1.0,Demosbe
192353,3.0,thejadeape
192353,3.0,221boardgames
192353,4.0,Cag7575
192353,3.0,Auzette
192353,3.0,SpareChange11
192353,3.0,cryptosha
192623,6.0,brackley
192623,5.0,Squeezel
192623,5.0,LarsMichaelHoffmann
192623,5.0,AgentQ
192623,6.0,RedHeretic
192623,6.0,Demosbe
192623,6.0,MiniSu
192623,6.0,verballyinsane
192623,6.0,Bierz
192623,6.0,guiltyedwin
192623,6.0,Soryunjin
192623,6.0,velvetvoulge
192623,5.0,remus
192623,6.0,bordspelkampion
192623,6.0,Dave1138
192623,6.0,mmoonbird
192623,6.0,HotSauceTurtle
192623,6.0,jenjkz
192623,6.0,Endgamebar
192623,5.5,Qwertoxy
192623,5.5,duanewulf
192623,6.0,SeerMagic
192623,6.0,Altaica27
192623,5.0,cinemascifi
192623,6.0,leisenstein
192623,5.0,Harblnger
192623,5.0,Inconmon
192623,4.0,Sijs
192623,4.0,GrimacePCH
192623,4.0,Rhinoceritis
192623,4.0,penguinclaptrap
192623,4.0,nikdoof
192623,4.0,KyleBrown
192623,5.0,drewcoaustralia
192623,5.0,robble03
192623,5.0,denatale
192623,5.0,Chris Freiberg
192623,5.0,PyroPooka
192623,5.0,Keraptis
192623,3.0,razumzhiro
192623,5.0,IggyPopTarts
192623,5.0,Ash1138
192623,3.0,PeterM2158
192623,3.0,Ozlo
192623,5.0,jb1013x
192623,5.0,ExcalibursZone
192623,5.0,jeffjl98
192623,5.0,julie_leroux
192623,5.0,oneanamnesiac
192623,5.0,kyle_appleton
192623,5.0,RitterLudolph
192623,5.0,Devorus
192623,5.5,colcakes196
192623,5.0,semandemon
192623,5.0,morderwarg
192623,5.0,Vincitego
192623,4.0,Goldron
192623,5.0,White Elk
192623,5.0,Fiddler
192623,5.0,allenjess11
192623,5.0,jellypantz
192623,5.0,squaredeh
192623,6.0,Gilgermesh
192623,5.0,nosywombat
192623,6.0,lingken
192623,3.0,Eashy
192623,3.0,topher4
192623,1.0,abreakey
192623,1.0,grimazzy
192623,2.0,aaj94
192623,3.0,Thanatos8285
192623,2.0,rocketkiwi
192623,5.0,hahnarama
192623,3.0,chnadeau
192623,3.0,Numanoski
192623,3.0,akaisamurai001
192623,3.0,teejdiscoversgames
192623,3.0,Real Nito Games
192623,3.0,TartanLlama
192623,3.0,CheekiMonky
192663,6.0,Mandrake
192663,6.0,kalltkaffe
192663,6.0,Hessu68
192663,6.0,OmegaDragon
192663,6.0,Khan3
192663,6.0,MusashiDaryl
192663,7.0,RicardoCalvo
192663,6.0,Lironcareto
192663,7.0,pe_guerra
192663,6.0,zemd
192663,6.5,cssuty
192663,6.5,digesto
192663,6.0,marstiller
192663,7.5,Sffr
192663,7.0,kanniebaal
192663,7.0,cloclo57
192663,7.0,Pyracanta
192663,7.0,lethan
192663,7.0,Chieftain of Chtulhu
192663,7.0,lionrampant
192663,7.0,StopJCDenton
192663,7.0,Missu
192663,7.0,Tixu
192663,6.0,juanmijaen
192663,7.0,Gyges
192663,7.0,TheDarkPilot
192663,7.0,Manwe_
192663,7.0,roberious
192663,7.0,Masa
192663,7.0,Shadounet7cs
192663,7.0,bluereader1972
192663,7.0,lyle1420
192663,7.0,Rekfa
192663,7.0,visard
192663,7.0,Dalkuldar
192663,7.0,aioria0704
192663,7.0,DarkKadath
192663,7.0,Ze_German_Guy
192663,6.0,WATANABE058
192663,7.0,Mathew Taylor
192663,5.0,g46ri31
192663,6.0,aTomm
192663,6.0,simhenk
192663,6.0,Harrycover
192663,6.0,JohnWaffles
192663,5.0,saar
192663,4.0,Cocco0716
192663,4.0,whiskaschaton
192663,6.0,jesterjim
192663,7.7,DELPORTE
192663,7.5,emmapython
192663,7.5,cutback
192663,7.5,Angel40k
192663,7.5,Imagine
192663,7.8,Thesonofben
192663,1.0,erzengel
192663,1.0,the tickler
192663,8.0,lgitton
192663,8.0,BrutalDolphin79
192663,8.0,TASMANE79
192663,8.0,HatchetmanDan
192663,8.0,Erlaad
192663,7.9,Temevil
192663,7.72,krkgeek
192663,7.0,vosarno
192663,8.0,bbhamond1
192663,8.0,francky14
192663,7.0,Sanguis Drakan
193295,4.0,andrewfederspiel
193295,4.0,benburris85
193295,4.0,wardrich
193295,4.0,punknil
193295,4.0,tyleror
193295,4.0,Munch857
193295,4.0,woodyfever
193295,4.0,Menatine
193295,4.0,vilun
193295,4.0,JuanB25
193295,4.0,ElWhitcombe
193295,4.0,K2ndy
193295,4.0,rakion2141
193295,4.0,Intervia
193295,4.0,IdleMerc
193295,4.0,Fraser_202_
193295,4.0,wrvw
193295,4.0,Dumbwater
193295,4.0,Crunk004
193295,4.0,mgurleygirl
193295,4.0,FermiTin
193295,4.0,bradraz
193295,4.0,derekca
193295,4.0,altarcade
193295,4.0,Faimaim
193295,4.0,jazzyserrano
193295,4.0,Dorkypanda
193295,4.0,arisep
193295,4.0,qmaclean
193295,4.0,jgoyes
193295,4.0,Chrnewl
193295,4.0,UmbrellaCakes
193295,3.0,Pannerz
193295,3.0,Nickolaix
193295,4.0,Angelcollector
193295,4.0,ElZwieblo
193295,4.0,nevada_1111
193295,3.7,irparooz
193295,3.5,Ibetno1tookthis
193295,3.0,IronOxide42
193295,3.0,Dolphin_Slayer
193295,3.0,CullenNotColon
193295,3.0,GabChiasse
193295,3.0,slamtime
193295,3.0,mtref
193295,3.0,SgtSpike87
193295,2.0,thed0n100
193295,2.0,zestynoodle
193295,2.0,Poor Yorick
193295,3.0,KingsElite
193295,2.0,Tarotic
193295,2.9,Omnihegemonist
193295,3.0,Azron_the_Old
193295,3.0,dtrasatti
193295,3.0,Meh01
193295,2.0,Janasik
193295,2.0,cosmolsmith
193295,3.0,Matteo_Poile
193295,3.0,JORDUH
193295,3.0,ABarlage
193295,3.0,danhund
193295,3.0,wizkid27
193295,3.0,Sorrellbo
193295,3.0,epmikida
193295,2.0,Jroc2
193295,2.0,rnnoble
193295,2.0,oivcfhj09
193295,2.0,JasonSaastad
193295,2.0,xFANKx
193295,3.0,Close2human
193295,1.0,Ayanna
193295,1.0,loutre_on_fire
193295,1.0,Hammerheart82
193295,1.0,OGRussHood
193295,1.0,Azlaa
193295,1.0,mkolakow
193295,1.0,tykov
193295,1.0,Surya
193295,1.0,pinxterenm
193295,1.0,fleised
193295,1.0,Jpm72
193295,1.0,ohnoitsnathan
193295,1.0,winsmithgames
193295,1.0,polymathmatic
193295,1.0,hatemachine
193295,1.0,msubjenkins
193295,2.0,theonlympo
193295,1.0,t_js100
193295,1.0,steelchampion
193295,1.0,Masterdo
193295,1.0,AlasDemigod
193295,2.0,Basic_AF_Unicorn
193295,2.0,Althevia
193295,2.0,Ol Sleepy
193295,2.0,addmueller
193301,4.0,Kevin Youells
193301,3.5,DeviantMagick
193301,4.0,BigDaddio
193301,4.0,redoctobir
193301,4.0,secondson2mills
193301,4.0,Kent
193301,4.0,Dulgin
193301,2.0,Edenhope1
193301,4.0,sohszehan
193301,3.0,spieleschaechtele
193301,3.0,survivorfan
193301,3.0,EvilNinjaZombie
193301,3.0,mattandJulie
193301,3.0,joakim589
193327,5.5,Hessu68
193327,6.0,BebryGamez
193327,6.0,gaaalooo
193327,6.0,siberianhusky
193327,6.25,LookAtTheBacon
193327,6.0,mnemonicuz
193327,6.0,jelerak
193327,6.0,leffe dubbel
193327,6.0,misskitten
193327,6.0,bijection
193327,5.5,rattkin
193327,6.0,EdrenLimon
193327,5.0,Gorthauers
193327,6.0,bootty
193327,6.0,raymondhere
193327,6.0,sjua
193327,6.0,Chabousse
193327,6.0,Superdeathflame
193327,6.0,Janitschare
193327,6.0,GBMJack
193327,6.5,zaggus
193327,6.5,koen2602
193327,6.5,zapmaster
193327,6.5,Shveyk
193327,6.5,Kirilloid
193327,6.4,Scorn237
193327,6.0,rtotti22
193327,3.0,Andy Parsons
193327,6.0,philth123
193327,5.0,luija
193327,5.0,Alveng
193327,5.0,ae_jax
193327,5.0,Ipolit17
193327,5.0,Ckrash
193327,5.0,Unsm1le
193327,4.0,Peukon
193327,4.0,DeniTitto
193327,6.0,tool
193327,6.0,Roomiz Games
193327,6.0,gabrik
193327,4.0,Eugen_WoW
193327,6.0,DiceCorner
193327,5.0,PoisonKiwi
193327,6.0,thetba
193327,5.0,Innsmouth_Look
193327,5.0,Govin
193327,5.0,wzdan
193327,5.0,visard
193327,5.0,starfix
193327,2.5,Interweaver
193327,4.0,malef
193327,6.0,mainisjustice
193327,6.0,opposedtoa
193327,6.0,Narangi
193327,6.0,ESolovei
193327,6.0,AkimAlenaGamers
193327,6.0,grafinok
193327,5.75,AngelOfTrue
193417,4.0,scsuhusky75
193417,6.0,Fasin
193417,6.0,hermanroozen
193417,6.0,Padreic
193417,4.0,frelud88
193417,4.0,Wanderer12
193417,4.0,andersed
193417,2.0,knowie
193417,6.0,LukeNL
193417,5.0,unittype
193417,5.0,zenobi
193417,5.0,jaylasher
193417,5.8,crismo
193417,6.0,AndreiB
193417,6.0,Zelti
193417,6.0,Bojaz100
193417,5.0,Dankrupt
193417,5.0,Docrene
193417,5.0,Linvala
193417,5.0,KThVez
193417,5.0,Risico
193417,5.0,Ama88
193417,5.0,despelletjesvrienden
193417,4.5,robkonijn
193417,4.2,Bondcraft
193417,5.0,dilago
193417,1.0,jorgnaumann
193417,2.0,Tanathliath
193417,2.0,Eendenregen
193417,5.0,Philipopotamus
193417,5.0,FreakyJP
193417,3.0,GuitarShanks
193417,6.0,07cbdj
193417,3.8,piotrsmu
193417,3.0,Bryan_Fury
193417,6.0,Orcoteuthis
193417,6.0,Janitschare
193417,6.0,Scholle76
193417,6.0,Zbylut
193417,6.0,Thronx
193417,6.0,RodgeRabbit
193417,6.0,StoryBoardGamer
193417,6.0,Poor Yorick
193417,6.0,bloke_over_there
193417,6.0,JimF
193417,6.0,myttyli
193417,6.0,Vespert
193417,6.0,nicfatto
193417,6.0,SebastianPL1
193417,6.0,Mortenborzag
193417,6.0,dr_canak
193417,6.0,p33r
193417,6.0,acooper1004
193417,6.0,JoseAbascal69
193417,6.0,marcodegoede
193417,6.0,Joustra
193500,2.0,Pol56
193500,2.0,robvw
193500,2.0,SteelGoat
193500,2.0,Lozzenger2
193500,2.0,SebastianPL1
193500,2.0,WarrenS_3
193500,2.0,Bigshowfan
193500,3.0,CindyV
193500,2.0,hairyarsenal
193500,2.98,MrFancypantsz
193500,3.0,Inconmon
193500,3.0,mhillebr
193500,2.0,TheRocketSurgeon
193500,2.0,Graceless
193500,2.0,fjaoaoaoao
193500,2.0,rybaby
193500,3.0,twisteeees
193500,3.0,johncoxon
193500,3.0,miller1983
193500,3.0,Palaeobiologist
193500,3.0,Brisse
193500,3.0,Challst
193500,3.0,dhogar
193500,2.0,Spiralus
193500,2.0,onemanlandslide
193500,1.0,c13ghf
193500,1.0,euronoob
193500,2.0,Mexxzes
193500,1.0,stevejuggler
193500,1.0,Ligeti_Grieg
193500,1.0,dancj
193500,1.0,slatersteven
193500,2.0,Bernytheking
193500,2.0,jd1403
193500,5.0,CadizEstocolmo
193500,5.0,ngcx6611
193500,5.0,Evabelle
193500,5.0,Methrin
193500,5.0,Narfbuster
193500,4.0,kalfa
193500,4.0,prd1982
193500,4.0,Geeken
193500,5.0,Imscar
193500,5.0,MarkMagic
193500,5.0,dekdekan
193500,5.0,atcho
193500,5.0,runarm
193500,5.0,mawihtec
193500,5.0,Soelver
193500,5.0,gap736uk
193500,5.0,Ba7ke7
193500,5.0,aralias1
193500,5.0,psychomansam
193500,5.0,RyanThibault
193500,5.0,alanB
193500,3.0,CrazyCod
193500,3.0,Bobekistan
193500,3.0,drakecoldwinter
193500,5.0,bmillerbwm
193500,4.0,TomVasel
193500,4.0,rplea
193500,4.0,zigazaur
193500,4.0,en7kss
193500,5.0,thatthing1999
193500,5.0,jenf
193500,5.0,kelvbrown
193500,4.0,FatherDagon
193500,3.0,Thesp
193500,3.0,deathrayoperator
193500,3.0,MrMoo28
193500,4.0,TheLudoquist
193500,5.0,Rob Bendig
193500,3.0,Benji68
193500,4.0,bob_the_fish_ii
193500,4.0,UnwiseOwl
193500,4.0,Kishibe
193500,4.0,Big Hand Jim
193500,5.0,meewarwoowoo
193500,5.0,Abinrml
193500,4.0,thetba
193500,4.0,john1771
193500,4.0,doctorchewy
193500,3.0,cdlbear
193500,3.5,Firedrake
193500,4.0,oldgoat3769967
193500,4.0,CarolineBlack
193500,3.0,Stumpy82
193500,2.0,Belevoix
193500,3.0,Roxolan
193500,3.0,ej3ae
193500,4.0,CDrust
193500,4.0,schkff
193584,4.0,johnoavocado
193584,4.0,GabrielleReads
193584,4.0,Savage_Collection
193584,4.0,theorycraftist
196392,4.0,Andy Parsons
196392,4.0,Challst
196392,5.5,Joakley815
196392,6.0,deniswolf
196392,6.0,dekedagger
196392,5.5,clownfeet
196392,5.75,TheTerror987
196392,5.0,musicalanarchy
196392,5.0,MrMoo28
196392,5.0,WetRock
196392,5.0,TwentySides
196392,5.0,neilho
196392,2.0,nuvolablu
196392,2.0,Brett1231
196392,3.0,GrzeL
196392,5.0,Patzy666
196392,5.0,mrkvm
196392,5.0,comat0se
196392,5.0,jaffawahha
196392,5.0,dvation
196392,5.0,Mearmada
196392,6.0,Fangarr
196392,6.0,OGBRAIN
196392,5.0,kosberg
196392,5.0,BankofDracula
196392,5.0,BlueDane
196392,4.0,dragos_br
196392,4.0,akramer16
196392,4.0,Lemem
196392,4.4,MiniBen1
196392,5.0,Butlersox20
196392,5.5,Happymrdave
196392,6.0,staszek
196392,6.0,Pielso
196392,6.0,RvdH83
196392,6.0,DGolding
196392,6.2,seedliu
196392,6.0,El Sapo
196392,6.0,Rontuaru
196392,6.0,Hamface
196392,6.0,pirateclem
196392,6.0,TTrainer
196392,6.0,ManchasBta
196392,6.0,gringohairpiece
196392,6.0,branstonoriginal
196392,6.0,ASSaali
196392,6.0,kwoudy30
196392,6.0,RSwanie3
196392,5.0,k5wan
196392,6.0,EbenezerSinferru
196392,6.0,Za Warudo
196392,6.0,nicknelson
196392,6.0,cdodds4
196392,5.0,speavy
196392,5.0,hybry
196392,5.0,fsnam
196392,6.0,bpierce72
196392,6.0,bobbyrayiam
196392,6.0,NotJeff
196392,5.0,custard_t
196392,6.0,zachcarter
196392,6.0,Aberasturi
196392,3.0,OMD56
196392,6.0,Ion514
196392,6.0,asdf641
196392,5.0,frostyfirey
196392,5.0,xeelee
196392,5.0,jax900
196392,6.0,Order
196392,6.0,Bobja
196392,6.0,dreamingant
196392,6.0,larryjrice
196392,6.0,Nate Dorward
196392,6.0,JasonSaastad
196392,5.0,AlPacino11
196392,5.0,quietcorn
196392,5.0,nighttrain54
196392,5.0,bdroberts
196392,5.0,betray
196392,6.0,ohofmann
196392,4.0,mudville9
196392,5.0,bierkoekjes
196392,5.0,banz
196392,6.0,Scrotos
196392,5.0,zeusz70
196392,5.0,ferralferrets
196392,5.0,SarliW
196392,3.0,mirror33
196392,3.0,Delinquent
196392,3.0,kyleglyn
196392,3.0,galfridus
196392,4.0,timbovelander
196392,4.0,Sunnyfield
196392,4.0,jnharr
196392,6.25,girman39
196392,6.0,clongstr72
196392,6.4,NewToThisHobby
196392,6.0,dschises
196392,6.0,webstergroup
196392,6.0,Cyberskumle
196698,4.0,JohnWaffles
196698,5.0,thereisonebear
196698,4.0,lucas0014
196698,3.0,SteoanK
196698,4.0,JoshuaAcosta
196698,4.0,eisenphx
209014,1.3,Rakuso
209014,3.2,mfmise
209014,2.0,jazznguyen
209014,2.0,wojtolino
209014,2.0,KlausStr
209014,1.0,AlasDemigod
209014,3.0,kekunz
209014,3.0,Tom Wright
209014,3.0,piciek1990
209014,3.0,Brom Ironfist
209014,3.0,shmonkey
209014,3.0,stachoo11
209014,2.5,darkelf2110
209014,3.0,blondgender
209014,2.0,ashaangel22
209095,4.0,Danidiso
209095,3.0,MilkyJoe241
209095,3.0,glinka
209095,3.0,Fast_Hitch
209095,2.0,KingsElite
209095,2.0,pianodamon
209095,5.0,Horstivarius
209095,5.0,tainio
209095,5.0,Dynamo867
209095,4.5,Rainerrr
209095,4.5,nadroj236
209095,4.3,naarnold
209095,5.0,hoskdona
209095,5.0,wiiolent
209095,5.0,snunemaker
209095,5.0,pouringraine
209095,5.0,doctorferret
209095,5.0,hypertraxs
209095,5.0,chaac8
209095,5.0,larsvidilla
209095,5.0,Bidoux
209095,5.0,sleepyeve
209095,5.5,nrruport
209095,5.5,faceplant247
209095,5.5,Graewolfe
209095,5.42,Kakiri
209095,5.24,MattLocke
209095,5.0,sideroad
209095,5.0,kilo0tango
209095,5.0,darkpazu
209095,5.0,LordSupafly
209095,5.0,Johndango
209095,5.0,n2katz2003
209095,5.0,sgbonham84
209095,5.0,KryptonKisses
209095,5.0,vaanz
209095,5.0,mugs
209095,5.0,ompfafa
209095,6.0,mojen01
209095,6.0,Kbzombie
209095,6.0,ALeaf
209095,6.0,jorjaiz
209095,6.0,remfan
209095,6.0,mothertruckin
209095,6.0,hemlock02
209095,6.0,Rpaolino
209095,6.0,GoziGizmo
209095,6.0,soulpatchtv
209095,6.0,KESpace_Games
209095,6.0,Puffybush
209095,6.0,MoiGirl
209095,5.5,mcs1213
209095,5.5,delija66
209095,5.5,PauBlanch
209095,6.0,Alderick23
209095,6.0,ever31
209095,6.0,crozey
209095,6.0,METowe
209095,6.0,bosheem
209095,6.0,TiMMaHnaTor
209095,6.0,Otterdance
209095,6.0,NineHundred
209095,6.0,GuitarGuy07
209095,6.0,Icy Manipulator
209095,6.0,Ezraar
209095,6.0,The_Fish
209095,6.0,breezytree
209095,6.0,Sarkord
209095,6.0,plustter
209095,6.0,Solo the CyberpunK
209095,4.0,Robbus
209095,4.0,janselmo
209095,4.0,BoardGamingPenguin
209095,4.0,himokl
209095,4.0,MichiganStephen
209095,4.0,Kovatsh
209095,4.0,LordRoss
209095,4.0,MLeino
209095,4.0,Daegil
209095,4.0,Enetx
209095,5.0,EvilNinjaZombie
209095,5.0,Pferdina
209095,5.0,MaestroScherzo
209095,5.0,Rexuz
209095,5.0,Pinto
209095,5.0,BryanTico
209222,3.0,kardos16
209222,3.0,cryptosha
209222,3.0,Shnik
209222,3.3,BewertungHall9000
209222,4.0,kindaworking
209222,4.0,Waxman23
209222,4.0,upton120
209222,4.0,astonpuff
209222,4.0,DepressedMonk3y
209222,5.0,CadizEstocolmo
209222,5.0,acolyte
209222,5.0,ferdi0
209222,5.0,OurMrMajestyk
209222,5.0,jonnyutah
209222,5.0,fustero
209222,5.0,Dave_P
209222,6.0,dawue
209222,6.0,Isolde vU
209222,6.0,ericbinnyc
209222,6.0,kiwols
209222,6.0,Akaan Qualrus
209222,6.0,Dodito
209222,6.0,juanix
209222,6.0,postvan
209222,6.0,Alaguerrano
209222,4.0,arcweldx
209222,6.0,Modjo231
209222,6.0,shix52
209222,6.0,kathuna
209222,6.0,rbrunen
209222,6.0,FamZen
209222,5.5,Hessu68
209222,6.0,Neomander
209222,6.0,LateShacka
209222,6.0,khan33
209222,6.0,Woltar
209222,6.0,giovdigi
209222,6.0,Alyzee
209222,6.0,TwiggyAK
209222,6.0,Pfahrer
209222,6.0,AndySzy
209222,5.0,losfp
209222,6.0,LuckyDrum
209222,6.0,lawingm
209222,6.0,mbrwr
209222,6.0,RalphThumm
209222,6.0,coplosylvain
209222,6.0,KRWoods1
209222,6.0,Surion
209222,6.0,Big Hand Jim
209222,6.0,ververken
209222,6.0,Vandueren
209222,6.0,Bobonthecob
209222,6.0,Roswell
209222,6.0,puffinslayer
209222,6.0,Sparrowhawk620
209222,6.0,Cheesefacewoot
209222,6.0,moosemcd
209222,6.0,ErintheRed
209222,6.0,captncavern
209222,6.0,BlueTorch
209222,6.0,scottwildcatman
209222,6.0,akahdrin
209222,6.0,Geek incubator
209222,5.5,Grovast
209222,5.5,pienso
209222,5.5,Aroquesada
209222,5.5,malarrama
209222,5.41333,myTselection
209222,5.0,Euno 1
209222,5.0,Rodas
209222,5.0,ulritsch
209222,5.0,jme198
209222,5.0,bcwhite27
209222,5.0,ArcOfTheBrotherment
209222,5.0,JaxonE
209222,5.0,TaceoAgrotis
209222,5.0,Happosai
209222,5.0,Yollege
209222,5.0,kalendrys
209222,6.0,Primori
209222,6.0,Noizeman Tm
209222,6.0,ekloff
209284,4.0,mischip
209284,2.0,HPLobster
209284,3.0,fehrmeister
209284,3.0,Bernhard N.
209284,4.0,daddy cool
209284,2.0,jeremymcmahon
209284,4.0,edubabu
209284,4.0,antaviana86
209284,1.0,Harun
209284,3.5,william4192
209511,8.0,ThurgauDave
209511,8.0,Tonebucs
209511,8.0,Ileya
209511,7.0,jbudovec
209511,7.0,Yvan_France
209511,7.0,sapa inca
209511,7.0,PSIM2
209511,7.9,kyletravels
209511,7.5,LOEF
209511,7.0,Lawrence Hung
209511,7.0,alexjohnston
209511,5.0,yetima
209511,6.0,Greg_T
209511,6.0,ndanger666
209511,7.0,Kipster
209511,8.0,ghostofjfd
209511,8.0,hexed_encounter
209511,8.0,mikeking7
209511,8.0,lroces1969
209511,8.0,atcho
209511,8.0,Ledfoot65
209511,8.0,quakerman
209511,8.0,Haeretiker
209511,8.0,netes
209511,8.0,wgamer
209511,8.0,PDilling
213648,7.0,FRANCONY robin
213648,4.0,Dulgin
213648,4.0,lacm
213648,7.0,atcho
213648,7.0,lroces1969
213648,7.0,Gareth00Simon
213648,6.0,yetima
213648,6.0,smacphee
213648,6.0,Talonz
213648,8.0,Patton70
213648,8.0,Ferrano73
213648,8.0,pomazid
213648,8.0,Bob.Gibson
213648,8.0,pfischer
213648,7.0,djberg96
213648,7.0,manjai
213648,7.0,DukeofChutney
213648,7.0,Shakar
213648,7.0,ilskengravling
213648,7.0,dakerr
213648,7.0,jhdeerslayer
213648,7.0,Shako
213648,7.0,zaarin7
213648,7.0,sentient02970
213648,7.0,rayzg
213648,8.0,blackytch
213648,8.0,Blastpop
213648,8.0,Shanse
213648,8.0,Janglelier
213648,8.0,QuickSteady
213648,7.0,mjmelen
213648,7.0,ftstevens
213648,7.0,colmenarez
213648,7.0,RockyMountainNavy
213648,7.0,sdiberar
213648,7.0,DaMilli
213648,7.0,SBGrad
213648,7.0,gallid
213648,7.5,Nap16
213648,7.5,nighttrain54
213648,7.5,armando9990
213648,8.0,morsi
213648,8.0,Poppyfields
213648,7.5,carpa1981
213648,7.5,Prinz Jaggar
213648,7.0,horhori
213648,5.0,casadeisogniburritts
213648,6.0,Lowengrin
213648,6.0,MFROIO
213648,6.0,nforget
213648,6.0,NerdBoy_
213648,6.0,phorment
213648,6.0,PMartinezR
213648,6.0,rod3556lhs
213648,6.0,claudio212
213648,6.0,athos
213648,6.0,marcocim
213648,7.0,Christianv
213648,7.0,pascalh
213648,7.0,mirsik
213648,7.0,rfdoane
213648,7.0,Lawrence Hung
213648,7.0,Historix
213648,7.0,YellowStapler
213648,7.0,oldgoat3769967
213648,7.0,macfix
213648,7.0,dduhamel1
213648,7.0,PSIM2
213648,7.0,Seoldair
213648,7.0,JimWesterfield
213648,7.0,DaveKitcat
213648,7.0,Kingsoby1
213648,7.0,hierbabuena
213648,5.0,arnikefi
213648,5.0,Khexhu
213648,5.0,Dr Bees
213648,6.6,twheeler1961
213648,7.0,alaitoc
213648,3.0,cfarrell
213788,7.0,stormseeker75
213788,7.0,deerslurpee
213788,7.6,EnrichedStarGuts
213788,7.0,notjux
213788,7.0,Larnth
213788,7.0,thrake
213788,7.0,Jades09
213788,7.0,BuddasMammoth
213788,7.0,DurangoExile
213788,6.77778,DangerGeek85
213788,6.5,crynyd
213788,6.5,gator_ja
213788,6.5,Reuner
213788,6.0,FlussBurrito
213788,6.0,cygnuscrux
213788,6.0,bigwig30
213788,6.0,waltermac
213788,6.0,Moncalf
213788,7.0,kezcade
213788,7.0,vdwoord
213788,7.0,Paletius
213788,7.0,GenomeHelix
213788,7.0,3villans
213788,7.0,Rhes
213788,7.0,yoshy_33
213788,7.0,Scaramanga1965
213788,7.0,cycyx
213788,7.0,crucial_velocity
213788,7.0,pluvia33
213788,7.0,Acward
213788,7.0,mccar85
213788,7.0,hatbeard
213788,7.0,sven8705
213788,6.0,Dave41fan
213788,5.0,margrabius
213788,5.0,wafflebun
213788,5.0,OGRussHood
213788,4.0,weidox
213788,3.0,hyc4089
213788,4.0,himokl
213788,6.0,jedipanda
213788,6.0,leo707
213788,6.0,AzraelAsylum
213788,1.5,MYKERAN1965
213788,6.0,JonnyKage
213788,8.0,Joel2014
213788,8.0,PPMP
213788,8.0,brainlocki3
213788,7.0,projectmoonlightcafe
213788,7.0,Pumpkinhead76
213788,7.0,lemados
213788,7.0,Adidas02
213788,7.2,LakerChief67
213788,7.5,m1hune2007
213788,7.0,Mairus
213788,7.0,bassgonist
213788,7.5,Josefam23
213788,7.5,Polono
213788,7.5,silentxsound
213788,7.5,dontylw
213788,8.0,Tonydorrf
213788,7.50667,cmicha
213788,8.0,Mark1130
213788,8.0,Fmoran94
213788,8.0,Jimmy_Jamz
213788,8.0,Kartigan
213788,8.0,tachyon14k
213788,8.0,Ungotter
213788,8.0,BioNighty
213788,8.0,Dychotimer
213788,8.0,CunningLinguist78
213788,8.0,htwongah
213788,7.8,Narstrand
213788,7.0,SpaceAlien
213788,7.0,Chunkmonger
214123,4.0,Mayasty
214123,4.0,tpcordeiro
214123,5.0,zastrygon
214123,5.0,jmangus
214123,5.0,henryk
214123,5.0,coinflipgames
214123,5.0,mahwee
214123,6.0,magicboardgames
214123,6.0,ketzer0815
214123,6.0,Apple Paul
214123,6.0,Freikonier
214123,6.0,damonstea
214123,6.0,SoundMerc
214123,6.0,kukiz
214123,6.0,meat_key_meat
214123,6.0,sdsteve71
214123,6.0,jade_alarm
214123,6.0,judahlion
214123,6.0,SayethWe
214123,6.0,Nvasilva
214123,5.8,crazyclark
214123,5.5,psznicx
214123,5.5,djali2015
214123,5.23889,Astralwing
214123,5.5,GSReis
214123,5.0,josefsallen
214123,5.0,frogmind
214123,5.0,akapastorguy
214123,5.0,Sonny Blount
214123,5.0,qzhdad
214123,5.0,cyril720
214123,5.0,Tischel181
214123,5.0,conan7631
214123,5.0,alexalexalex09
214123,1.0,Eeule
214123,2.0,mattandJulie
214123,3.0,Geeken
214123,4.0,ArtEmiSa64
214123,4.0,familywontplay
214123,4.5,rejolope
214123,4.9,lvernst
214123,5.0,oldgoat3769967
214123,5.0,JREwing47
214123,5.0,KAWolf
